Credit_Score,City,Gender,Age,Customer_Since,Current_Account_Balance,Num_of_products,UPI_Enabled,Estimated_Yearly_Income,Customer_Status,Age_Group
428,Mumbai,Female,38,3,1573022.905,2,Yes,128149,Retained,Mid
598,Mumbai,Female,30,4,2228800.299,4,No,314965,Retained,Young
606,Mumbai,Female,41,7,1955107.479,2,No,16654,Retained,Mid
598,Mumbai,Female,56,2,1305710.359,2,Yes,313359,Churned,Old
607,Bengaluru,Female,41,6,1908450.745,2,Yes,529991,Retained,Mid
465,Bengaluru,Male,32,4,987092.5302,2,Yes,397595,Retained,Mid
573,Delhi,Female,41,7,1651290.13,2,Yes,414634,Retained,Mid
476,Bengaluru,Male,36,4,2091673.703,2,Yes,173267,Retained,Mid
549,Bengaluru,Female,39,7,0.0,4,Yes,155193,Retained,Mid
567,Mumbai,Male,103,3,1333333.278,4,Yes,45059,Retained,Old
414,Bengaluru,Male,56,1,0.0,2,Yes,195199,Churned,Old
493,Bengaluru,Female,35,4,948451.098,2,Yes,320248,Retained,Mid
336,Delhi,Female,39,2,0.0,4,Yes,167056,Retained,Mid
663,Bengaluru,Male,72,3,0.0,5,Yes,258225,Churned,Old
491,Bengaluru,Female,39,5,1678240.624,4,Yes,357504,Retained,Mid
545,Bengaluru,Female,41,6,0.0,4,No,163217,Retained,Mid
526,Mumbai,Male,31,4,1299528.507,2,Yes,42388,Retained,Mid
580,Bengaluru,Male,26,4,1547185.531,2,Yes,154168,Retained,Young
631,Delhi,Female,32,4,0.0,4,No,157435,Retained,Mid
476,Mumbai,Female,42,5,2086190.39,2,Yes,273730,Retained,Mid
559,Delhi,Male,45,2,0.0,5,No,515503,Churned,Mid
500,Bengaluru,Male,32,8,0.0,2,Yes,239319,Retained,Mid
558,Bengaluru,Female,44,0,1834403.242,2,No,317624,Retained,Mid
627,Delhi,Male,57,3,795847.7786,4,Yes,295559,Retained,Old
576,Delhi,Female,47,7,946287.9055,2,Yes,276970,Retained,Mid
483,Bengaluru,Male,34,8,0.0,2,No,15670,Retained,Mid
620,Delhi,Male,79,8,2382883.544,2,Yes,86155,Churned,Old
563,Mumbai,Female,67,6,2058315.293,4,No,328280,Retained,Old
543,Bengaluru,Female,47,7,799855.1559,4,Yes,271057,Retained,Mid
392,Mumbai,Male,59,2,748700.5654,2,No,281219,Churned,Old
568,Mumbai,Male,64,2,1380801.721,2,Yes,236751,Retained,Old
420,Bengaluru,Female,39,8,1269810.693,4,No,327866,Retained,Mid
630,Bengaluru,Female,107,4,1404972.569,2,Yes,392162,Retained,Old
506,Mumbai,Male,38,6,1184645.547,2,Yes,380583,Churned,Mid
390,Mumbai,Female,24,5,1326386.415,4,No,464419,Retained,Young
592,Bengaluru,Female,32,8,1442824.765,2,No,103190,Retained,Mid
594,Bengaluru,Male,38,4,817749.0682,4,Yes,265424,Retained,Mid
527,Mumbai,Male,54,4,1509341.309,2,No,141477,Retained,Old
572,Delhi,Female,41,6,1782165.119,2,Yes,394153,Retained,Mid
605,Mumbai,Male,35,5,1872773.547,4,Yes,447291,Retained,Mid
508,Mumbai,Male,59,3,1567390.315,4,No,82251,Retained,Old
457,Bengaluru,Male,22,5,2715635.53,4,Yes,200794,Retained,Young
438,Delhi,Male,32,7,0.0,4,Yes,112862,Retained,Mid
448,Mumbai,Female,31,8,1959012.522,4,Yes,404083,Retained,Mid
526,Delhi,Female,26,4,2641930.336,4,Yes,116547,Churned,Young
443,Bengaluru,Male,54,5,0.0,4,No,414816,Retained,Old
555,Bengaluru,Male,85,8,1666629.454,2,No,180942,Retained,Old
614,Bengaluru,Male,44,2,0.0,4,No,9658,Retained,Mid
583,Bengaluru,Male,30,1,1059228.956,2,No,204943,Retained,Young
500,Delhi,Female,89,2,0.0,4,No,493398,Retained,Old
348,Delhi,Female,47,7,0.0,4,Yes,227053,Retained,Mid
556,Bengaluru,Male,44,4,1654984.995,2,Yes,339319,Retained,Mid
530,Mumbai,Male,26,2,1351063.625,4,Yes,313894,Retained,Young
469,Mumbai,Female,56,4,1821234.707,2,Yes,91648,Retained,Old
540,Bengaluru,Male,41,0,1260519.247,2,Yes,400542,Retained,Mid
574,Mumbai,Male,56,4,1453984.64,2,No,209721,Churned,Old
568,Mumbai,Male,85,1,2390986.456,2,Yes,232230,Churned,Old
449,Delhi,Female,70,3,0.0,2,Yes,110509,Retained,Old
674,Bengaluru,Male,48,6,0.0,4,Yes,469550,Retained,Mid
527,Bengaluru,Male,39,5,1407534.943,2,No,335862,Retained,Mid
460,Bengaluru,Female,61,6,0.0,4,Yes,245515,Retained,Old
500,Bengaluru,Female,89,6,0.0,4,Yes,204340,Retained,Old
497,Mumbai,Male,61,8,1453501.142,4,Yes,379898,Churned,Old
475,Bengaluru,Female,61,7,2452668.715,2,Yes,311961,Retained,Old
666,Bengaluru,Female,41,4,0.0,4,Yes,22021,Retained,Mid
433,Mumbai,Female,65,8,1827921.807,2,Yes,447120,Churned,Old
692,Bengaluru,Male,35,4,1304843.557,2,Yes,334213,Retained,Mid
408,Bengaluru,Male,45,8,1483236.221,2,No,498722,Retained,Mid
448,Bengaluru,Male,32,4,0.0,4,Yes,244439,Retained,Mid
499,Bengaluru,Female,47,6,1599958.009,2,No,529637,Retained,Mid
583,Bengaluru,Female,34,7,1357548.966,4,Yes,141112,Retained,Mid
521,Bengaluru,Male,36,5,971607.4815,4,Yes,309736,Retained,Mid
522,Bengaluru,Male,36,4,969941.1183,4,No,164554,Retained,Mid
578,Bengaluru,Female,44,3,1705268.28,2,Yes,424669,Retained,Mid
322,Mumbai,Male,38,4,1300391.942,2,Yes,47609,Churned,Mid
492,Mumbai,Female,105,2,638255.1095,2,No,511405,Retained,Old
473,Bengaluru,Female,69,4,1040448.557,2,No,15230,Churned,Old
609,Mumbai,Male,47,3,1260469.692,4,No,104534,Retained,Mid
509,Delhi,Female,65,7,1546996.306,2,Yes,134220,Retained,Old
576,Mumbai,Male,51,0,1511128.808,2,Yes,497280,Churned,Old
635,Mumbai,Male,42,8,1130630.689,2,Yes,346070,Churned,Mid
466,Mumbai,Male,39,8,3101118.459,4,No,282166,Retained,Mid
658,Delhi,Male,36,3,0.0,4,No,387487,Retained,Mid
621,Delhi,Female,91,8,2016531.843,2,No,239014,Retained,Old
475,Mumbai,Male,48,3,1029784.728,2,Yes,490426,Retained,Mid
566,Delhi,Male,64,4,0.0,4,Yes,150753,Retained,Old
549,Bengaluru,Female,30,8,0.0,2,Yes,367443,Retained,Young
501,Mumbai,Male,50,5,1493078.439,4,No,411707,Retained,Mid
660,Mumbai,Male,30,4,2361231.539,4,Yes,27134,Retained,Young
450,Delhi,Female,57,3,1470533.843,2,No,399206,Churned,Old
480,Bengaluru,Female,47,7,0.0,4,Yes,172427,Retained,Mid
548,Delhi,Male,42,0,0.0,4,No,225629,Retained,Mid
645,Bengaluru,Female,35,2,0.0,4,Yes,531029,Churned,Mid
570,Delhi,Male,20,8,0.0,4,Yes,72133,Retained,Young
610,Bengaluru,Male,39,3,0.0,2,Yes,524736,Retained,Mid
587,Bengaluru,Male,42,1,0.0,4,Yes,194011,Retained,Mid
533,Mumbai,Male,35,5,1711156.809,2,Yes,25322,Churned,Mid
435,Delhi,Female,64,3,0.0,4,No,57143,Retained,Old
625,Bengaluru,Male,30,3,1350145.247,4,No,139489,Retained,Young
430,Bengaluru,Female,34,8,1543694.359,2,Yes,14849,Retained,Mid
637,Bengaluru,Female,47,5,0.0,4,Yes,300677,Retained,Mid
561,Delhi,Male,74,4,0.0,4,Yes,374399,Churned,Old
662,Bengaluru,Male,34,5,1017374.983,2,Yes,516505,Retained,Mid
379,Bengaluru,Male,48,3,291574.7433,4,Yes,490415,Churned,Mid
622,Delhi,Male,36,4,969203.1747,2,Yes,189157,Retained,Mid
572,Delhi,Female,19,3,2315988.176,2,Yes,114051,Retained,Young
628,Mumbai,Female,27,6,2084477.748,4,Yes,217582,Retained,Young
563,Mumbai,Male,51,2,744281.6037,4,No,451036,Retained,Old
596,Bengaluru,Male,53,5,2369048.938,2,No,540279,Retained,Old
555,Bengaluru,Male,50,0,0.0,2,No,252016,Churned,Mid
494,Delhi,Male,28,4,1219668.023,2,No,20909,Retained,Young
610,Mumbai,Female,47,4,2371264.603,5,Yes,56036,Churned,Mid
436,Bengaluru,Male,22,4,1043369.907,2,No,117634,Retained,Young
483,Mumbai,Female,103,4,2246516.879,4,Yes,179548,Retained,Old
566,Bengaluru,Female,36,2,2277408.755,2,Yes,19276,Retained,Mid
389,Delhi,Female,51,1,0.0,4,Yes,542259,Retained,Old
484,Bengaluru,Female,31,5,2054040.044,2,Yes,240479,Retained,Mid
469,Mumbai,Male,41,7,2334713.478,2,Yes,63855,Retained,Mid
530,Mumbai,Male,48,4,1753700.427,2,No,414547,Retained,Mid
532,Bengaluru,Male,31,4,1158170.415,2,No,387425,Retained,Mid
509,Bengaluru,Female,45,2,0.0,4,Yes,275089,Retained,Mid
535,Delhi,Female,105,6,1632385.816,2,No,251171,Retained,Old
498,Mumbai,Female,32,8,1917330.207,2,Yes,290123,Churned,Mid
505,Mumbai,Female,45,8,2211455.927,2,Yes,220783,Churned,Mid
510,Bengaluru,Male,39,6,0.0,4,No,528851,Retained,Mid
475,Bengaluru,Male,47,4,937791.4729,2,No,221522,Retained,Mid
549,Delhi,Female,34,2,1063628.192,4,Yes,165133,Retained,Mid
599,Bengaluru,Female,51,4,3015156.24,2,Yes,198296,Retained,Old
525,Mumbai,Female,61,4,2223018.677,2,No,242180,Retained,Old
643,Bengaluru,Female,27,4,0.0,2,Yes,56197,Retained,Young
432,Delhi,Male,54,1,1636111.24,4,Yes,451365,Retained,Old
503,Bengaluru,Female,32,3,1760736.731,2,Yes,86050,Retained,Mid
447,Mumbai,Male,34,8,1780874.559,4,Yes,63957,Retained,Mid
648,Bengaluru,Male,56,7,0.0,2,No,445685,Retained,Old
540,Mumbai,Male,41,2,1647305.146,4,Yes,214093,Retained,Mid
546,Mumbai,Female,39,1,1951210.189,2,Yes,490465,Retained,Mid
422,Bengaluru,Female,50,6,2060089.45,4,Yes,327075,Retained,Mid
586,Mumbai,Female,56,3,1159220.54,2,Yes,365814,Churned,Old
577,Delhi,Female,39,2,0.0,4,Yes,287635,Retained,Mid
540,Mumbai,Male,42,7,2136246.168,2,Yes,325265,Retained,Mid
554,Bengaluru,Female,31,7,0.0,2,Yes,181836,Retained,Mid
584,Delhi,Female,38,4,1427930.199,4,Yes,84311,Retained,Mid
615,Bengaluru,Female,42,3,1739890.725,2,Yes,161580,Retained,Mid
478,Bengaluru,Female,47,2,0.0,7,No,290902,Churned,Mid
657,Bengaluru,Male,38,1,0.0,2,No,313570,Retained,Mid
429,Mumbai,Male,48,8,1810302.925,2,Yes,157786,Retained,Mid
583,Bengaluru,Female,30,4,1664942.546,2,Yes,148697,Retained,Young
574,Delhi,Male,51,1,0.0,4,Yes,87573,Retained,Old
645,Bengaluru,Female,72,7,1519411.735,4,Yes,81870,Retained,Old
552,Mumbai,Male,47,7,1672335.202,2,No,459398,Retained,Mid
645,Delhi,Female,31,7,1153508.3,4,No,526380,Retained,Mid
357,Bengaluru,Female,30,6,1380110.545,4,Yes,379542,Retained,Young
607,Delhi,Female,34,2,1426526.261,2,Yes,478967,Retained,Mid
477,Delhi,Male,50,2,0.0,2,Yes,281901,Retained,Mid
563,Delhi,Male,38,4,1359498.704,2,Yes,103837,Retained,Mid
509,Bengaluru,Male,39,3,0.0,2,No,219709,Retained,Mid
502,Bengaluru,Male,30,0,0.0,4,Yes,20817,Churned,Young
540,Mumbai,Female,36,6,1163004.237,4,Yes,392985,Retained,Mid
611,Bengaluru,Male,42,8,2655775.748,4,No,136266,Retained,Mid
628,Bengaluru,Female,38,8,0.0,4,Yes,468460,Retained,Mid
465,Bengaluru,Male,39,1,1280847.303,4,No,489096,Retained,Mid
451,Bengaluru,Female,24,8,0.0,2,No,252560,Retained,Young
596,Bengaluru,Male,51,5,0.0,4,Yes,180094,Retained,Old
448,Bengaluru,Female,34,4,1904956.867,4,Yes,334868,Retained,Mid
604,Bengaluru,Male,31,4,0.0,4,Yes,493354,Retained,Mid
573,Bengaluru,Female,34,0,0.0,4,Yes,501496,Retained,Mid
556,Delhi,Female,39,8,636258.7528,2,No,227273,Retained,Mid
488,Mumbai,Female,30,2,1472095.175,2,No,164131,Retained,Young
393,Bengaluru,Female,59,1,0.0,4,Yes,301545,Retained,Old
411,Bengaluru,Female,61,6,901863.0218,2,No,370372,Retained,Old
465,Bengaluru,Male,44,5,1319275.779,4,No,106753,Retained,Mid
575,Delhi,Male,67,5,1358925.023,2,Yes,142775,Retained,Old
505,Mumbai,Female,47,7,2478791.848,5,Yes,472597,Churned,Mid
484,Mumbai,Female,56,4,1907751.259,4,Yes,132667,Churned,Old
525,Bengaluru,Female,18,8,1670145.011,2,No,482127,Retained,Young
581,Bengaluru,Female,38,4,1887088.09,2,No,270960,Retained,Mid
637,Delhi,Male,77,8,1631561.049,2,Yes,12121,Retained,Old
575,Bengaluru,Female,47,1,0.0,4,Yes,38606,Churned,Mid
692,Bengaluru,Female,72,6,1717648.201,2,Yes,326522,Retained,Old
557,Bengaluru,Male,26,1,0.0,4,No,397218,Retained,Young
513,Delhi,Female,45,8,1291821.673,2,No,161253,Churned,Mid
560,Delhi,Male,56,7,2143008.158,2,Yes,72023,Retained,Old
645,Bengaluru,Male,48,3,1898102.832,2,Yes,281988,Retained,Mid
537,Delhi,Female,44,5,1362242.057,2,Yes,423694,Retained,Mid
592,Mumbai,Female,77,4,2087688.663,2,Yes,196803,Churned,Old
559,Mumbai,Female,27,2,1914040.918,2,Yes,420855,Retained,Young
520,Delhi,Female,38,6,2040834.681,4,No,429193,Retained,Mid
574,Bengaluru,Female,80,4,0.0,4,Yes,524169,Retained,Old
600,Bengaluru,Male,35,6,1670762.023,4,No,518933,Retained,Mid
505,Mumbai,Female,64,4,1364007.444,2,No,486981,Churned,Old
600,Delhi,Female,61,3,0.0,5,Yes,178272,Churned,Old
485,Mumbai,Female,59,2,1717801.07,2,No,3124,Churned,Old
518,Delhi,Female,107,8,1636767.535,2,Yes,109018,Retained,Old
679,Mumbai,Male,31,8,1702406.376,4,No,291181,Retained,Mid
545,Delhi,Female,26,5,0.0,4,Yes,214691,Retained,Young
692,Delhi,Female,41,5,0.0,4,No,113131,Retained,Mid
518,Bengaluru,Male,39,2,0.0,4,Yes,63371,Retained,Mid
566,Mumbai,Female,65,7,1252941.493,2,Yes,61607,Retained,Old
457,Bengaluru,Female,39,6,0.0,2,No,133895,Retained,Mid
564,Mumbai,Male,51,1,1559728.585,2,Yes,241092,Churned,Old
575,Delhi,Male,39,3,576127.6572,2,Yes,49283,Churned,Mid
457,Bengaluru,Female,38,1,884729.5546,2,Yes,33285,Retained,Mid
554,Mumbai,Female,61,7,1917958.638,2,No,513119,Churned,Old
492,Bengaluru,Male,82,4,1381560.893,4,No,344291,Retained,Old
584,Bengaluru,Female,28,2,0.0,4,No,71864,Retained,Young
489,Bengaluru,Male,47,3,1082377.415,2,No,451120,Churned,Mid
452,Delhi,Male,27,8,0.0,4,No,435410,Retained,Young
508,Delhi,Female,39,2,0.0,4,Yes,239217,Retained,Mid
581,Delhi,Female,53,6,0.0,2,No,18969,Retained,Old
432,Bengaluru,Male,57,5,0.0,2,No,534264,Churned,Old
584,Bengaluru,Male,51,0,1099037.647,2,Yes,459074,Retained,Old
591,Delhi,Male,27,1,913294.9129,2,Yes,52676,Retained,Young
541,Delhi,Female,44,8,0.0,2,No,239497,Retained,Mid
551,Bengaluru,Female,56,2,580932.828,2,Yes,434350,Retained,Old
618,Bengaluru,Male,45,5,0.0,4,Yes,384941,Retained,Mid
424,Bengaluru,Female,51,7,0.0,2,Yes,255299,Retained,Old
684,Bengaluru,Male,41,4,2149087.078,2,No,336077,Retained,Mid
519,Delhi,Male,70,2,2145630.132,2,No,298608,Churned,Old
517,Bengaluru,Female,48,4,1261194.693,4,Yes,530835,Retained,Mid
642,Delhi,Male,47,4,0.0,4,Yes,376460,Retained,Mid
475,Mumbai,Male,34,5,2088422.95,2,Yes,272063,Retained,Mid
367,Bengaluru,Male,41,2,0.0,4,Yes,493561,Retained,Mid
453,Delhi,Female,50,4,0.0,4,No,237387,Retained,Mid
380,Bengaluru,Female,74,1,0.0,4,Yes,313572,Retained,Old
549,Bengaluru,Male,36,5,0.0,4,Yes,93280,Retained,Mid
306,Mumbai,Male,31,4,1446277.163,7,Yes,326992,Churned,Mid
587,Bengaluru,Male,39,2,2292021.69,4,Yes,41285,Retained,Mid
553,Bengaluru,Female,50,1,0.0,4,No,196784,Retained,Mid
618,Bengaluru,Male,35,6,0.0,4,Yes,290338,Retained,Mid
561,Bengaluru,Female,45,4,0.0,4,Yes,537317,Retained,Mid
553,Delhi,Female,39,8,0.0,4,No,393918,Retained,Mid
470,Delhi,Female,34,5,0.0,2,Yes,538092,Retained,Mid
531,Bengaluru,Male,103,4,0.0,4,Yes,2568,Retained,Old
436,Delhi,Male,30,4,0.0,2,Yes,373160,Retained,Young
535,Bengaluru,Female,45,6,0.0,4,Yes,132549,Retained,Mid
553,Bengaluru,Male,38,1,0.0,4,Yes,457649,Retained,Mid
487,Mumbai,Female,26,6,1338297.166,2,Yes,216464,Retained,Young
435,Bengaluru,Male,31,4,0.0,4,No,144416,Retained,Mid
461,Delhi,Female,47,4,1505088.701,2,No,251993,Retained,Mid
663,Bengaluru,Female,42,1,2331566.732,2,Yes,184140,Retained,Mid
417,Delhi,Male,56,3,0.0,4,Yes,154550,Retained,Old
489,Bengaluru,Female,62,2,1455735.685,2,Yes,509214,Retained,Old
481,Bengaluru,Male,72,8,1676358.922,2,Yes,537672,Churned,Old
446,Mumbai,Male,41,2,1346861.405,4,Yes,384838,Retained,Mid
500,Bengaluru,Male,23,4,0.0,4,Yes,538313,Retained,Young
390,Delhi,Female,39,4,1626456.455,2,Yes,55875,Retained,Mid
471,Bengaluru,Male,36,1,1501196.55,2,Yes,431702,Retained,Mid
554,Bengaluru,Male,75,7,1099505.363,2,Yes,382924,Retained,Old
547,Mumbai,Female,92,0,1628816.549,4,Yes,506697,Retained,Old
591,Bengaluru,Female,30,2,0.0,2,No,268670,Retained,Young
570,Bengaluru,Male,53,2,604129.8263,2,Yes,46235,Retained,Old
687,Delhi,Female,72,4,1197990.628,2,No,430785,Churned,Old
612,Bengaluru,Female,61,2,882167.0379,2,Yes,21093,Retained,Old
406,Delhi,Female,45,5,0.0,4,Yes,223048,Retained,Mid
513,Bengaluru,Female,42,5,0.0,4,Yes,226442,Retained,Mid
521,Delhi,Female,38,1,1823908.041,2,No,67843,Retained,Mid
522,Mumbai,Female,35,4,1576712.31,2,Yes,271669,Retained,Mid
505,Delhi,Female,48,4,1278430.199,2,Yes,261795,Retained,Mid
542,Bengaluru,Female,51,6,1828352.726,4,Yes,326315,Churned,Old
479,Bengaluru,Female,31,2,0.0,4,No,269382,Retained,Mid
553,Mumbai,Female,39,1,1703142.028,4,Yes,102309,Retained,Mid
543,Bengaluru,Female,53,7,1565550.717,2,Yes,251547,Retained,Old
503,Mumbai,Male,31,8,1210294.669,4,Yes,89118,Retained,Mid
489,Bengaluru,Male,48,1,0.0,4,No,440038,Retained,Mid
490,Bengaluru,Female,61,0,2810889.658,2,No,267519,Retained,Old
567,Bengaluru,Male,36,1,1010978.298,2,Yes,472690,Retained,Mid
578,Mumbai,Female,61,8,1681135.407,2,Yes,529520,Retained,Old
602,Delhi,Male,72,4,1191229.545,2,Yes,232932,Churned,Old
529,Bengaluru,Female,35,2,974401.1882,2,Yes,447187,Retained,Mid
469,Mumbai,Female,30,1,1516768.178,4,No,161587,Retained,Young
457,Bengaluru,Female,31,8,1532183.012,2,Yes,476377,Retained,Mid
687,Mumbai,Male,48,2,927335.1045,4,No,547314,Retained,Mid
409,Delhi,Female,34,4,0.0,4,Yes,59304,Retained,Mid
361,Bengaluru,Female,54,5,0.0,2,Yes,356206,Churned,Old
660,Bengaluru,Female,32,5,0.0,4,Yes,494791,Retained,Mid
487,Delhi,Male,44,5,0.0,4,No,476139,Retained,Mid
423,Bengaluru,Female,61,4,1547595.039,2,Yes,198851,Churned,Old
478,Bengaluru,Female,44,0,0.0,4,Yes,129908,Retained,Mid
568,Delhi,Female,54,4,2301241.435,2,Yes,388975,Churned,Old
356,Bengaluru,Female,61,8,1390758.797,4,No,456020,Retained,Old
486,Bengaluru,Female,48,4,2098673.065,2,Yes,252313,Retained,Mid
454,Delhi,Female,47,4,2252534.099,2,No,253103,Retained,Mid
591,Bengaluru,Female,38,3,0.0,4,Yes,537799,Retained,Mid
537,Mumbai,Male,23,5,2330746.765,4,No,247941,Retained,Young
614,Delhi,Female,47,2,2231889.028,2,No,9740,Retained,Mid
607,Bengaluru,Female,75,3,0.0,5,Yes,220133,Churned,Old
520,Bengaluru,Female,109,5,915439.3013,4,Yes,152964,Retained,Old
640,Bengaluru,Female,38,8,0.0,4,Yes,395954,Retained,Mid
470,Bengaluru,Female,50,8,0.0,2,Yes,202962,Retained,Mid
485,Mumbai,Male,28,2,2060098.494,2,Yes,466651,Retained,Young
487,Delhi,Male,56,6,927469.3276,4,Yes,228180,Retained,Old
517,Delhi,Female,39,2,1423250.886,2,Yes,249005,Retained,Mid
624,Delhi,Female,57,2,0.0,2,Yes,131954,Churned,Old
606,Mumbai,Female,54,8,1482085.169,5,Yes,335305,Churned,Old
629,Bengaluru,Female,36,8,0.0,4,Yes,3064,Retained,Mid
542,Mumbai,Female,103,6,1285913.86,2,Yes,126506,Retained,Old
618,Bengaluru,Male,56,2,0.0,2,Yes,379140,Retained,Old
522,Delhi,Male,36,8,0.0,4,Yes,412278,Retained,Mid
511,Mumbai,Female,62,4,1564715.896,2,No,38955,Churned,Old
405,Bengaluru,Female,56,1,1079356.492,2,Yes,279340,Churned,Old
659,Bengaluru,Female,36,5,0.0,4,Yes,213614,Retained,Mid
673,Bengaluru,Male,79,2,0.0,4,No,166078,Retained,Old
611,Bengaluru,Female,31,1,1789732.248,2,Yes,183091,Retained,Mid
692,Mumbai,Male,51,7,1085274.408,4,Yes,150554,Retained,Old
414,Bengaluru,Female,34,3,0.0,4,Yes,42087,Retained,Mid
419,Bengaluru,Male,26,6,895162.0477,2,No,106232,Retained,Young
494,Delhi,Female,30,1,1796594.908,4,Yes,302917,Retained,Young
490,Bengaluru,Female,77,6,0.0,4,Yes,444805,Retained,Old
428,Delhi,Female,61,2,0.0,2,Yes,313821,Churned,Old
506,Bengaluru,Female,34,4,1304365.285,2,Yes,7065,Retained,Mid
556,Bengaluru,Female,32,8,589152.0171,2,No,217108,Retained,Mid
452,Bengaluru,Male,53,3,1296551.909,5,Yes,165854,Churned,Old
580,Delhi,Female,44,5,1477963.754,4,No,208333,Retained,Mid
390,Mumbai,Female,39,8,1094292.52,2,Yes,272477,Churned,Mid
671,Bengaluru,Male,41,3,1972336.877,2,Yes,379042,Retained,Mid
568,Bengaluru,Female,36,4,1791830.761,4,No,108923,Retained,Mid
452,Delhi,Female,20,1,0.0,4,No,284673,Retained,Young
372,Mumbai,Female,50,4,1640770.352,2,No,345512,Retained,Mid
504,Delhi,Male,44,8,1522094.057,2,Yes,23691,Retained,Mid
431,Delhi,Male,41,2,0.0,4,Yes,40336,Retained,Mid
562,Bengaluru,Male,47,0,1453132.368,2,Yes,166097,Retained,Mid
483,Mumbai,Female,47,0,2079001.642,4,Yes,228801,Retained,Mid
490,Bengaluru,Female,39,7,0.0,2,Yes,61645,Retained,Mid
475,Mumbai,Male,42,8,1766340.947,7,Yes,194329,Churned,Mid
496,Bengaluru,Female,36,4,1389913.769,2,No,312186,Retained,Mid
490,Bengaluru,Male,84,6,0.0,4,Yes,154317,Retained,Old
504,Bengaluru,Female,53,3,1477748.597,2,Yes,13906,Churned,Old
568,Bengaluru,Female,59,4,1224793.518,4,No,487187,Churned,Old
542,Bengaluru,Female,41,3,0.0,4,Yes,96324,Retained,Mid
628,Mumbai,Male,64,8,1935152.738,2,No,127884,Churned,Old
562,Mumbai,Male,44,4,1441490.945,2,Yes,294985,Retained,Mid
558,Delhi,Female,22,4,0.0,4,Yes,435565,Retained,Young
453,Mumbai,Female,42,8,1954185.98,4,Yes,249128,Churned,Mid
500,Delhi,Female,48,1,1640784.822,2,Yes,152202,Retained,Mid
499,Mumbai,Female,36,3,2143987.061,4,Yes,158229,Retained,Mid
491,Mumbai,Male,47,7,2022398.454,2,No,287828,Retained,Mid
518,Delhi,Male,36,0,0.0,2,Yes,252826,Churned,Mid
543,Bengaluru,Male,59,2,0.0,4,Yes,407163,Retained,Old
556,Bengaluru,Female,32,4,704932.9763,2,Yes,315594,Retained,Mid
613,Bengaluru,Male,82,5,0.0,4,Yes,373711,Retained,Old
596,Bengaluru,Male,39,3,0.0,4,Yes,248989,Retained,Mid
431,Bengaluru,Female,22,4,0.0,2,Yes,414181,Retained,Young
431,Bengaluru,Male,31,4,0.0,4,No,332757,Retained,Mid
424,Mumbai,Female,48,7,1537458.497,2,No,56143,Retained,Mid
474,Bengaluru,Female,32,2,0.0,4,Yes,361741,Retained,Mid
544,Delhi,Female,51,1,1991908.771,2,No,388180,Retained,Old
640,Mumbai,Male,44,3,2191296.895,2,Yes,77342,Retained,Mid
376,Mumbai,Female,38,1,1122705.645,4,Yes,379408,Retained,Mid
557,Mumbai,Female,35,3,1246729.568,4,Yes,349147,Retained,Mid
588,Bengaluru,Male,47,6,1916402.385,4,No,104168,Retained,Mid
344,Delhi,Male,69,4,0.0,4,Yes,19636,Retained,Old
614,Delhi,Female,39,4,0.0,4,Yes,26463,Retained,Mid
506,Delhi,Male,23,7,0.0,4,Yes,359986,Retained,Young
552,Mumbai,Female,41,3,1966966.773,4,No,245399,Retained,Mid
430,Bengaluru,Female,34,5,1237051.214,4,No,219684,Retained,Mid
585,Bengaluru,Female,61,4,1298901.304,2,Yes,44514,Retained,Old
634,Mumbai,Female,42,6,1529275.259,4,Yes,372415,Retained,Mid
613,Bengaluru,Female,39,4,0.0,4,Yes,291255,Retained,Mid
447,Bengaluru,Female,42,2,1405470.151,4,No,129958,Retained,Mid
609,Bengaluru,Female,35,4,2126133.606,4,Yes,473001,Retained,Mid
624,Bengaluru,Female,51,1,849574.912,4,Yes,213263,Retained,Old
603,Delhi,Female,51,0,0.0,4,Yes,8003,Churned,Old
453,Bengaluru,Male,30,6,1979214.003,4,Yes,505001,Retained,Young
660,Bengaluru,Male,57,3,1583674.868,4,No,471240,Retained,Old
612,Bengaluru,Male,41,1,1003315.099,2,Yes,288452,Retained,Mid
483,Mumbai,Male,31,3,1709367.372,2,Yes,167264,Retained,Mid
486,Mumbai,Male,79,0,880505.2154,2,No,132891,Retained,Old
492,Bengaluru,Male,35,6,1658911.168,2,Yes,43286,Retained,Mid
521,Mumbai,Male,51,8,1123783.724,2,Yes,504148,Churned,Old
584,Delhi,Male,45,2,0.0,2,Yes,142851,Retained,Mid
515,Bengaluru,Male,42,8,2150352.445,2,Yes,197292,Retained,Mid
286,Mumbai,Male,74,4,2277539.239,2,Yes,464736,Churned,Old
570,Delhi,Male,36,6,1592103.198,2,Yes,267942,Retained,Mid
447,Bengaluru,Female,31,3,0.0,4,Yes,400264,Retained,Mid
511,Bengaluru,Female,42,0,0.0,4,Yes,470452,Retained,Mid
477,Delhi,Female,50,5,0.0,4,Yes,338124,Retained,Mid
567,Bengaluru,Male,26,4,2323736.336,4,Yes,42380,Retained,Young
521,Bengaluru,Male,32,5,1324171.831,2,Yes,514082,Retained,Mid
565,Delhi,Male,39,6,0.0,2,Yes,365962,Churned,Mid
446,Delhi,Female,45,6,1720215.59,2,Yes,452007,Retained,Mid
410,Delhi,Female,38,0,553846.4683,2,Yes,375111,Retained,Mid
